Date,Tweet,Ticker,Score
2020-04-09,tridevbudia looking calls gonna pull loaded instead,KO,0.2497202605009079
2020-04-09,another swing calls took them tuesday sold opening,KO,-1.0788286924362185
2020-04-09,probably lowest while chance nmhdehlapg,KO,-1.0524417161941528
2020-04-09,bullrunoptions buyer,KO,0.5693145990371704
2020-04-09,commented chance coca cola income increase income,KO,0.8938770294189453
2020-04-09,buyer,KO,0.4725517928600311
2020-04-09,embracinchaos regretting dumping entire savings into weeks,KO,-1.013496160507202
2020-04-09,regretting dumping entire savings into weeks,KO,-1.0489047765731812
2020-04-09,manifestinvest think owned life,KO,-1.018486738204956
2020-04-09,timing everything after first bite coca cola didn rush build position waited opportune time double patience long term friend fxhkaxesso,KO,0.8675073385238647
2020-04-09,chance coca cola income increase income finance,KO,0.9493528604507446
2020-04-09,flyguy eastside baby blow brains check music guttatunes flyguy flyguyeastside skobaby blowoutdabrains newsong newmusic newtunes rapmusic hiphop hiphopmusic musicvideo,KO,-0.0329136624932289
2020-04-09,cont uptrend intraweek combo chart cocacola,KO,0.9386386871337892
2020-04-10,beveragedigest reaches critical sales channel full crisis mode together letter restaur,KO,-0.9957274198532104
2020-04-10,fruit presses,KO,-0.1057743951678276
2020-04-10,beveragedigest reaches critical sales channel full crisis mode together letter restaurant family partners,KO,-1.006509780883789
2020-04-10,reaches critical sales channel full crisis mode together letter restaurant family partners,KO,-0.8679330348968506
2020-04-10,expected coca cola quarter,KO,0.0938624367117881
2020-04-10,coca cola expected earnings,KO,0.3503188490867615
2020-04-10,expected coca cola quarter,KO,0.0938624367117881
2020-04-10,expected coca cola quarter,KO,0.1472017168998718
2020-04-10,bought good guess though,KO,0.9560959339141846
2020-04-10,bought good guess though,KO,0.9631743431091307
2020-04-10,coca cola holdings decreased coastal capital group,KO,-0.924972414970398
2020-04-11,first informative pivot points close pivot point download free tradingview stockstowatch,KO,0.8740084171295166
2020-04-11,tradingstocks beats long term only good profit dividend hang long term example sell hang back fall love,KO,0.9203543663024902
2020-04-11,uptrend stochastic indicator sits overbought zone days view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.9050633907318116
2020-04-11,buffet dumps million idiot think take profit lows hold dividends portfolio,KO,0.6821444034576416
2020-04-12,sentiment total scores positive negative sentiment,KO,0.0435152426362037
2020-04-12,hurricap debt ebitda time checked sure fine hardly call fortress balance,KO,0.7234104871749878
2020-04-12,hurricap debt ebitda time checked sure fine hardly call fortress balance sheet,KO,0.8827394247055054
2020-04-12,updated analysis coca cola dividend king intrinsic value analysis dividend king aristocrat consumer defensive dividends yield marginofsafety intrinsicvalue,KO,-0.7402629852294922
2020-04-12,getrichbrothers since loving since times highlight importance,KO,0.9628214836120604
2020-04-12,since loving since times highlight importance durable brand keeping dividend safe critical,KO,0.970207452774048
2020-04-12,uptrend stochastic indicator sits overbought zone days view odds indicators wedsfixpkx cocacola stockmarket technicalanalysis money daytrading news,KO,0.9050633907318116
2020-04-12,zacks brokerages anticipate coca cola announce sales billion,KO,0.0659680068492889
2020-04-12,zacks brokerages anticipate coca cola sales billion,KO,0.0540464296936988
2020-04-12,zacks brokerages anticipate coca cola sales billion,KO,0.0540464296936988
2020-04-12,zacks brokerages anticipate coca cola sales billion tyecuullyg,KO,0.0540464296936988
2020-04-12,zacks brokerages anticipate coca cola sales billion,KO,0.0939235836267471
2020-04-13,coca cola given consensus rating brokerages,KO,0.9046539068222046
2020-04-13,coca cola given consensus rating brokerages,KO,0.8472806215286255
2020-04-13,coca cola given average recommendation analysts,KO,0.7919795513153076
2020-04-13,coca cola given consensus rating brokerages,KO,0.8472806215286255
2020-04-13,interesting area,KO,0.8797334432601929
2020-04-13,puts paid straight puts were better plan buyback sold puts dumped open good weekend thank gods,KO,0.9809889793395996
2020-04-13,earnings expected coca cola quarter,KO,0.365161120891571
2020-04-13,coca cola expected announce earnings,KO,0.3109678328037262
2020-04-13,earnings expected coca cola quarter,KO,0.365161120891571
2020-04-13,earnings expected coca cola quarter clxihekraq,KO,0.365161120891571
2020-04-13,fucc buying fails months least solid dividends look forward cocacola dividendinvesting,KO,0.8626033067703247
2020-04-13,coca cola analysts ratings updates,KO,0.0626797527074813
2020-04-13,coca cola analysts ratings updates,KO,0.0450471267104148
2020-04-13,pjwatto simonpenson haha managed dump into close gonna,KO,-1.0318313837051392
2020-04-13,sentiment total scores positive negative sentiment,KO,0.1282901167869568
2020-04-13,uptrend stochastic indicator staying overbought zone days view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.9479765892028807
2020-04-13,directional bias coca cola report click details,KO,-0.6505717039108276
2020-04-13,coca cola report click sell,KO,0.3129175901412964
2020-04-14,samsharplesmt august hold until though,KO,0.6377221345901489
2020-04-14,loving,KO,0.9595205783843994
2020-04-14,traded handful times past couple days keep making money,KO,0.9298782348632812
2020-04-14,push,KO,0.7794145345687866
2020-04-14,paid tried calls strikes missed fills cents robinhood platform pathetic which never fills between paper platform milking money slippage every brokerage figure secret,KO,-0.7056046724319458
2020-04-14,coca cola earns rating royal bank canada,KO,0.8146697282791138
2020-04-14,coca cola earns rating royal bank canada kmtkdwoklv,KO,0.8146697282791138
2020-04-14,royal bank canada reaffirms rating coca cola uezybwxwzg,KO,0.7648072242736816
2020-04-14,royal bank canada reaffirms rating coca cola,KO,0.8725001811981201
2020-04-14,paid trying calls strikes didn filled trying range bounce play dropped,KO,0.9411506652832032
2020-04-14,deletedjake same situation players game,KO,0.8247807025909424
2020-04-14,uptrend stochastic indicator staying overbought zone days view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.9500480890274048
2020-04-14,coca cola scheduled earnings tuesday,KO,0.0574660673737525
2020-04-14,coca cola scheduled earnings tuesday,KO,0.0320063009858131
2020-04-14,coca cola scheduled earnings tuesday,KO,0.0320063009858131
2020-04-14,coca cola scheduled earnings tuesday,KO,0.0320063009858131
2020-04-14,options maxpain chart free options,KO,0.1645762622356414
2020-04-15,major league baseball hall famer cobb passed away owned coca cola company,KO,0.0143930800259113
2020-04-15,added,KO,0.7174937725067139
2020-04-15,mattsenter trylolli aubreystrobel drinkcrystal zero confirmed,KO,0.2730569839477539
2020-04-15,wish bought coca cola cents value,KO,0.7903090715408325
2020-04-15,coca cola real deal,KO,0.1598907709121704
2020-04-15,enters uptrend momentum indicator exceeded level april view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.905860424041748
2020-04-15,brandonvanzee coach fortunate city funny told boys mommy workout,KO,0.8969084024429321
2020-04-16,resume uptrend consolid longerterm combo chart cocacola obhgerwbyd,KO,0.9659097194671632
2020-04-16,looking puts someone picked contracts,KO,0.6612446308135986
2020-04-16,commented chance coca cola income increase income,KO,0.8938770294189453
2020-04-16,enters uptrend momentum indicator exceeded level april view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.905860424041748
2020-04-16,benefit diversification strategy cocacola earglqtrqy,KO,0.4017663300037384
2020-04-16,verified profit bought initially dividends early days sold,KO,0.8878767490386963
2020-04-17,thestinkmarket forgot hamburgers coca cola xgvoilodgj,KO,-0.146690085530281
2020-04-17,self explanatory time,KO,0.0449305176734924
2020-04-17,consolidation,KO,0.6822174787521362
2020-04-17,pain maturity maxpain options,KO,-0.2537475228309631
2020-04-17,uptrend moving average convergence divergence macd histogram turned positive view odds indicators cocacola stockmarket technicalanalysis money daytrading news,KO,0.9610874652862548
2020-04-17,consolid uptrend longerterm combo chart cocacola,KO,0.9610308408737184
2020-04-18,foreverbarryo pinkpoloshorts long remember never sell book long beca,KO,0.2477352172136306
2020-04-18,clear selling units only accumulating matter what,KO,-0.743666410446167
2020-04-18,reason long into inside protip thestrat,KO,-0.0304167121648788
