Date,Open,High,Low,Close,Volume
2016-10-03 00:00:00-04:00,59.15853680967425,59.33545070628166,58.88635479531808,59.2333869934082,7111200
2016-10-04 00:00:00-04:00,59.457946899586254,59.53960308130237,58.56655564614457,58.68903732299805,8222000
2016-10-05 00:00:00-04:00,59.08369184409378,59.31504320229294,58.995229696537145,59.19936752319336,8796200
2016-10-06 00:00:00-04:00,59.36946449259311,59.51916483254568,58.81829977862155,59.22657012939453,7718300
2016-10-07 00:00:00-04:00,59.16534007415851,59.47154679992358,58.8047010963946,59.02244567871094,6614900
2016-10-10 00:00:00-04:00,59.566802477319314,60.335711804373275,59.54638973637518,60.1792106628418,10060000
2016-10-11 00:00:00-04:00,59.93427945555491,60.00912967335733,59.40352714127773,59.70292282104492,9309000
2016-10-12 00:00:00-04:00,59.349089057974666,59.68931542937655,58.974837972855624,59.287845611572266,8172600
2016-10-13 00:00:00-04:00,58.75708420680069,59.11092248548972,58.13106902627903,58.89997863769531,9890300
2016-10-14 00:00:00-04:00,59.328689923358375,59.56684739971277,58.84556898805557,58.88639450073242,7991700
2016-10-17 00:00:00-04:00,58.84556898805557,59.05650772547752,58.566580807580685,58.88639450073242,7263100
2016-10-18 00:00:00-04:00,59.315059309572696,59.42393423107232,58.777501065412785,59.042877197265625,5429300
2016-10-19 00:00:00-04:00,59.328667807281846,59.77776385364768,59.117723957050266,59.31505584716797,9373400
2016-10-20 00:00:00-04:00,59.05648864755297,59.53960942678585,58.92720097725052,59.34227752685547,6866900
2016-10-21 00:00:00-04:00,58.80471751064062,59.07689961237072,58.31479076581481,58.94081115722656,10736200
2016-10-24 00:00:00-04:00,59.02244931569167,59.41711301778443,58.56654737953657,59.13813018798828,8354900
2016-10-25 00:00:00-04:00,58.974836828691,59.64168278793595,58.927205345276526,59.00886154174805,6835900
2016-10-26 00:00:00-04:00,58.68903103663055,59.50557200056386,58.4848931999268,59.2606086730957,8488100
2016-10-27 00:00:00-04:00,59.389918098711945,59.64849347890201,59.06330366991983,59.14495468139648,9071100
2016-10-28 00:00:00-04:00,58.028988918011635,58.76387887090548,57.253273475992785,57.68876266479492,19072200
2016-10-31 00:00:00-04:00,57.07637582969742,57.430214173282,56.4707732865988,56.6953239440918,16663800
2016-11-01 00:00:00-04:00,56.81779571975013,57.10358458401126,56.66128932754523,56.919864654541016,13050600
2016-11-02 00:00:00-04:00,56.68169634711562,57.076354858726496,56.43673302738987,56.78376007080078,11226100
2016-11-03 00:00:00-04:00,56.940269211743555,57.07635764425917,56.51158597702254,56.92666244506836,8836500
2016-11-04 00:00:00-04:00,56.90624678826849,57.38256670404231,56.31425637251803,56.865421295166016,13877100
2016-11-07 00:00:00-05:00,57.49143475117395,58.158280537368945,57.430196513293694,58.14466857910156,13576200
2016-11-08 00:00:00-05:00,58.16525483286514,58.92037921653225,58.00049642240731,58.56340789794922,9735200
2016-11-09 00:00:00-05:00,57.698468100151345,59.52449654354849,57.43074214505707,59.208717346191406,15901300
2016-11-10 00:00:00-05:00,58.97530083203648,60.40317044608356,58.80368140962326,59.75788497924805,14106100
2016-11-11 00:00:00-05:00,59.40093741681622,59.53823615213202,58.27511397428276,58.81056594848633,13812200
2016-11-14 00:00:00-05:00,58.55657154231645,58.79683777861585,57.890687089278714,58.54283905029297,12607500
2016-11-15 00:00:00-05:00,58.87922111640916,59.76477844552729,58.87922111640916,59.60002517700195,12883500
2016-11-16 00:00:00-05:00,59.5450940126171,59.57255375822843,58.748782339532326,58.865482330322266,8201200
2016-11-17 00:00:00-05:00,59.33915204450172,59.64119876258752,58.36434943469292,58.508514404296875,8200500
2016-11-18 00:00:00-05:00,58.494785803033096,58.79683777861585,58.23392606610962,58.54283905029297,8457800
2016-11-21 00:00:00-05:00,59.33913049242141,59.51074990709184,59.13318509985332,59.37345123291016,8861500
2016-11-22 00:00:00-05:00,59.51075723511774,59.88831685143924,59.01649242201876,59.50389099121094,9390200
2016-11-23 00:00:00-05:00,59.4078146796366,59.77851347761555,59.24992241409638,59.66867446899414,5996300
2016-11-25 00:00:00-05:00,59.524484148320866,59.819669785726695,59.40778418961401,59.80594253540039,5042300
2016-11-28 00:00:00-05:00,59.689236142163494,59.81280234226002,59.29108304177194,59.3597297668457,7449600
2016-11-29 00:00:00-05:00,58.638929378148774,59.092007216610035,58.40552945220912,58.96844100952149,9181100
2016-11-30 00:00:00-05:00,60.13545221456912,60.54047682643101,59.86086005630154,59.92951202392578,22696200
2016-12-01 00:00:00-05:00,60.39632595240973,60.753292144163375,59.888328552246094,59.888328552246094,13005600
2016-12-02 00:00:00-05:00,59.853983582192086,60.40316251940038,59.44895907499534,59.75101089477539,9706600
2016-12-05 00:00:00-05:00,59.99130340724255,60.2864891144536,59.66865795547572,60.0530891418457,11741100
2016-12-06 00:00:00-05:00,59.908933900781115,60.32082489858418,59.51764164279748,60.10801315307617,11293600
2016-12-07 00:00:00-05:00,60.156051254257285,60.51302266412884,59.86086557346016,60.45810317993164,11182600
2016-12-08 00:00:00-05:00,60.444364473842114,60.9935434995181,60.16977234229948,60.62971115112305,9086700
2016-12-09 00:00:00-05:00,60.8494022594218,61.096534729003906,60.53362304549154,61.096534729003906,8021700
2016-12-12 00:00:00-05:00,61.87910924378009,62.81271948240204,61.87910924378009,62.455753326416016,15545400
2016-12-13 00:00:00-05:00,63.08045151508088,63.9934683458141,62.58618660709266,63.55412292480469,18829300
2016-12-14 00:00:00-05:00,63.33444676452578,63.341307771966505,61.89970536046409,62.1811637878418,16325400
2016-12-15 00:00:00-05:00,61.85162589636038,62.45572948926247,61.61822604449042,62.393943786621094,11155100
2016-12-16 00:00:00-05:00,62.82644804151057,62.92942076241803,62.22234944288235,62.593048095703125,20560400
2016-12-19 00:00:00-05:00,62.73035304085797,62.840192026561986,61.92030885222972,62.07133483886719,9674400
2016-12-20 00:00:00-05:00,62.133109332766146,62.366509279029565,61.9820833734615,62.07818984985352,7221000
2016-12-21 00:00:00-05:00,62.24979275723077,62.40081867638624,61.90655393638971,61.97520065307617,7308000
2016-12-22 00:00:00-05:00,61.79672349903796,62.40082725874584,61.79672349903796,62.38023376464844,8003100
2016-12-23 00:00:00-05:00,62.39397485978368,62.44202810247688,62.1399761555993,62.270408630371094,4266500
2016-12-27 00:00:00-05:00,62.35279012603247,62.5450031037831,62.18117064769641,62.29787063598633,4960600
2016-12-28 00:00:00-05:00,62.24978935264016,62.54497493191541,61.96147001588066,61.98892974853515,6745900
2016-12-29 00:00:00-05:00,61.85165019925058,62.19488910739005,61.803596961607454,62.02326965332031,6684700
2016-12-30 00:00:00-05:00,61.80360223013645,62.26354114927301,61.789874977101114,61.96149444580078,9117800
2017-01-03 00:00:00-05:00,62.42826975891164,62.70285658760382,61.88595186865092,62.393943786621094,10360600
2017-01-04 00:00:00-05:00,62.55187061269073,62.572464112521224,61.61139396694738,61.70750045776367,9434200
2017-01-05 00:00:00-05:00,61.91343223288848,61.988945207167454,60.71209612606283,60.7876091003418,14443200
2017-01-06 00:00:00-05:00,60.95235216047149,61.08278459205758,60.28646799118724,60.753273010253906,16518100
2017-01-09 00:00:00-05:00,60.561054671760445,60.561054671760445,59.414638337462065,59.75101089477539,13762300
2017-01-10 00:00:00-05:00,59.84028689982681,59.9363934022742,58.97532837780025,58.98905563354492,13283100
2017-01-11 00:00:00-05:00,58.968447537134345,59.68924612709952,58.94098779502944,59.5931396484375,11183700
2017-01-12 00:00:00-05:00,59.90892484833816,59.98443783736435,59.0851534520299,59.27050018310547,10407000
2017-01-13 00:00:00-05:00,59.22243571477035,59.50389411823541,59.153788984323455,59.2773551940918,8415600
2017-01-17 00:00:00-05:00,59.43523613770333,59.99128135770602,59.2086972564397,59.97068786621094,13237300
2017-01-18 00:00:00-05:00,59.76477637301835,60.00504787649185,59.07143732487053,59.22932434082031,11831700
2017-01-19 00:00:00-05:00,59.016510585520635,59.105750834136366,58.06916765638083,58.165279388427734,16382900
2017-01-20 00:00:00-05:00,58.652654067109665,59.00962015267068,58.38492819358665,58.96156692504883,18739700
2017-01-23 00:00:00-05:00,58.817404139465026,58.95469757188241,58.17897972764759,58.33000564575195,11433900
2017-01-24 00:00:00-05:00,58.336902974205195,58.673275729054694,58.23393022631737,58.412410736083984,11858100
2017-01-25 00:00:00-05:00,58.584022521972656,58.95472122310552,58.52224202382259,58.584022521972656,9578500
2017-01-26 00:00:00-05:00,58.82428267192444,58.920389142177,58.432990546636226,58.76249694824219,8779400
2017-01-27 00:00:00-05:00,58.556562022380035,58.86547495634132,58.37807631697047,58.700721740722656,10947900
2017-01-30 00:00:00-05:00,58.638931040461934,58.6595245359922,57.78770005494856,58.2545051574707,12789200
2017-01-31 00:00:00-05:00,58.37808130963261,58.398674808669874,57.06690600521234,57.58863067626953,19128100
2017-02-01 00:00:00-05:00,57.6641541362098,57.773993134236385,56.66189684756984,56.93648910522461,15111800
2017-02-02 00:00:00-05:00,57.12181829374472,57.34149098480252,56.668745659804934,57.28657150268555,12200100
2017-02-03 00:00:00-05:00,57.458195704895246,57.471928195264454,56.9090165505687,57.34836196899414,12746300
2017-02-06 00:00:00-05:00,57.35523011459648,57.42387685648554,56.92961193502723,57.19047164916992,9938200
2017-02-07 00:00:00-05:00,57.13553989750345,57.403265775053875,56.600082904993506,56.81975555419922,11705200
2017-02-08 00:00:00-05:00,56.79899530346606,56.889056858786056,56.23093627152716,56.44569396972656,14006300
2017-02-09 00:00:00-05:00,56.44567761647304,56.8405477403069,56.44567761647304,56.695064544677734,9603000
2017-02-10 00:00:00-05:00,56.9860404195689,57.33934174251539,56.89597886700019,57.16615295410156,8739800
2017-02-13 00:00:00-05:00,57.339321272571134,57.62335332111646,57.04836548037872,57.4986572265625,9071600
2017-02-14 00:00:00-05:00,57.43633218786579,57.56795207273697,56.84748608043824,57.37398147583008,11370500
2017-02-15 00:00:00-05:00,57.24926158099471,57.623349842070795,57.12456549396936,57.6094970703125,11768500
2017-02-16 00:00:00-05:00,57.58180330002801,57.78962664977088,56.9236828125879,57.01374435424805,10615000
